variable,moy_traite,moy_temoin,sd_traite,var_ratio,smd,echantillon
naf_64NZ4,0.05087985954169674,0.07172977023611446,0.2197527579194117,0.72526026917098,-0.09487894892342534,Avant appariement
naf_64OZ0,0.003700089600208946,0.0055948585726442535,0.060715832447254994,0.6625986005856367,-0.031207164524695095,Avant appariement
naf_64PZ0,0.019244093459910256,0.011623673258565871,0.13738204683420596,1.6428326199679253,0.055468821268479025,Avant appariement
naf_64QA0,0.019994993996423245,0.020199069428744405,0.13998308931471656,0.9901044643498237,-0.001457857754963155,Avant appariement
naf_64QQB,0.04381704145188614,0.05909000461475281,0.20468820267477109,0.7535682633374989,-0.07461574708892173,Avant appariement
naf_64RZ1,0.006888696226271362,0.0028641103476305997,0.08271195141897467,2.395474327286263,0.04865785185328725,Avant appariement
naf_64RZ2,0.013037374532500935,0.006272253481174772,0.11343477454011917,2.0644315499809207,0.05963886364435362,Avant appariement
naf_64SZ1,0.018525840772810873,0.008321373079479591,0.13484324215518317,2.2033906696881065,0.0756765228292832,Avant appariement
naf_64SZ2,0.0022853494589525846,0.0016998378485937706,0.047750758193781113,1.3436649467449024,0.012261828555322686,Avant appariement
naf_64SZ3,0.018279168132796942,0.015846807141435822,0.1339593417486659,1.150643032502059,0.01815745702845202,Avant appariement
naf_64TZ0,1.0882616471202784e-5,4.233718178315742e-5,0.0032988691269416667,0.2570547867387992,-0.009534953980158559,Avant appariement
naf_64UZ0,7.617831529841948e-5,1.5241385441936673e-4,0.008727702359868,0.4998511392490686,-0.008734892183250421,Avant appariement
age_fin_ctt_redresse,39.1636077195882,39.21590683795985,10.982602329104765,0.9304547206324081,-0.00476199691152006,Apres appariement
jours_cdi_m24,23.258833887539403,23.155012617031815,12.901311078274274,0.9896468745286432,0.00804734262104742,Apres appariement
jours_cdi_m23,23.469381097249407,23.36059162480642,12.709069542205672,0.9884000859388495,0.008559987187237104,Apres appariement
jours_cdi_m22,23.71007947550881,23.59090158715185,12.518387749471371,0.9867873916590384,0.009520226625189093,Apres appariement
